"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","ANO","MES","NUM_AUDIENCIAS"
N,AL,2019,6,87
S,MT,2019,6,14
N,SP,1997,11,1
N,RS,1992,6,1
N,MA,2019,7,211
N,PI,2019,7,362
N,CE,2019,7,742
N,AP,1965,9,1
N,PE,2019,7,78
N,MG,1971,9,1
N,DF,2019,7,9
N,CE,2012,9,1
N,SC,2019,10,347
N,SP,2009,7,2
N,,1990,12,2
N,MG,1964,9,1
N,PR,2006,7,1
N,PA,1988,7,1
S,SP,2019,8,144
N,PA,2019,8,618
N,SC,2019,8,347
S,SC,2019,8,22
S,PI,2019,8,18
S,BA,2019,8,48
N,CE,1980,8,1
N,SP,2001,5,2
N,MG,2001,6,1
N,PB,2019,9,229
S,MT,2019,9,27
N,RO,2019,9,157
S,PB,2019,9,9
S,GO,2019,9,22
N,PE,1995,8,1
N,,1968,3,1
N,CE,1983,8,1
I,AL,2019,9,1
N,MA,2010,11,1
I,PA,2018,8,1
N,PI,2019,10,377
N,PB,2019,10,214
N,RS,1984,10,1
N,PI,2010,10,1
S,SE,2019,10,2
S,RS,2001,9,1
N,,1977,5,2
N,PI,2013,7,1
N,CE,2000,6,2
N,CE,2002,6,1
S,PA,2019,11,98
S,SC,2019,11,57
S,RJ,2019,11,64
S,PI,2019,11,22
S,MT,2019,11,22
S,PB,2019,11,9
N,PB,2012,10,1
N,CE,1992,8,1
N,RS,2019,12,821
N,MG,2019,12,900
S,AL,2019,12,26
N,PB,2020,1,165
N,CE,1994,1,1
N,AC,2019,12,22
N,RN,2020,1,84
N,RN,,,236
N,MG,1996,6,1
N,CE,1976,6,1
N,RJ,2020,1,78
S,PB,2019,12,12
S,PE,2020,1,4
S,RS,2022,11,133
N,SP,1999,7,1
N,TO,1975,1,1
S,AM,2019,1,1
S,BA,2020,1,37
N,MS,2016,12,1
S,CE,2005,1,1
N,TO,2020,1,6
S,RJ,2020,1,36
N,GO,1997,7,1
N,SP,2010,1,2
N,GO,2020,2,197
N,RO,2020,2,207
S,PR,2020,2,37
N,MT,2020,2,119
S,AP,2020,2,2
S,SP,2020,2,95
N,AL,2020,2,36
S,SC,2020,2,15
S,RO,2020,2,20
N,PI,2012,4,1
N,MA,2013,8,1
S,CE,1995,5,1
N,MG,2014,5,2
N,PR,1971,6,1
N,SP,1991,12,1
N,PE,2002,1,1
N,,1973,4,1
N,MG,2002,2,1
N,PI,2015,5,1
S,,2021,3,501
S,,2021,2,471
S,,2013,12,1
N,,1962,1,2
N,RS,2021,4,6
S,,1995,3,1
N,,2021,10,9037
S,,1987,1,1
S,,1977,11,1
S,,1999,7,1
N,,1978,6,2
S,,2002,9,1
N,,1974,8,1
S,,2022,4,1270
S,,1986,6,1
S,,1991,6,1
N,SP,2022,4,51
S,RS,2022,6,6
N,,1960,5,1
S,,1991,1,1
S,,1990,3,1
S,,1992,8,1
N,MG,2013,8,1
S,,2012,8,1
N,PB,2022,9,209
S,BA,2022,8,7
N,MS,2022,9,252
S,RJ,2022,9,8
N,CE,2022,7,49
N,AC,2022,10,142
S,RS,2022,10,227
N,SC,2022,2,33
N,GO,2022,10,538
N,MT,2022,9,53
N,MS,2021,2,2
S,RS,2022,1,10
N,SC,2022,6,44
N,MS,2022,4,11
N,SP,2021,1,5
N,PA,2022,7,12
N,RJ,2022,9,53
N,MS,2020,11,2
S,MA,2022,7,5
S,PA,2022,9,42
S,RS,2022,8,11
S,AC,2022,10,12
N,MG,2022,3,19
S,RN,2022,10,4
S,PA,2021,12,1
N,SP,2011,12,1
N,SP,2020,3,11
N,PA,2022,4,11
S,RR,2022,10,6
N,SP,2020,9,10
S,GO,2021,4,1
N,PE,2022,3,17
N,RS,2021,10,13
N,SC,2022,4,23
N,BA,2002,8,1
N,MS,2020,7,1
N,MG,2016,4,4
N,MA,2022,3,8
N,CE,2021,11,1
N,GO,2020,6,1
N,MA,2021,5,2
N,AM,2022,1,2
N,PA,2011,12,2
N,MS,2011,1,1
N,SC,2021,1,1
S,RN,2022,9,3
S,MS,2022,4,2
N,MG,1997,12,1
N,SC,2020,11,3
S,BA,2022,1,1
N,TO,2022,5,5
N,SP,1980,1,1
N,AP,2022,5,2
N,SP,2007,5,1
S,AL,2022,8,1
N,MA,2021,8,2
N,PR,2004,12,1
N,MS,2015,12,1
N,MG,2022,1,28
N,MG,1997,11,1
N,PA,2014,4,1
N,MA,2022,1,4
N,PE,2022,4,7
S,ES,2022,9,2
S,SC,2020,6,1
N,SC,2020,6,2
S,SE,2022,9,1
N,RO,2022,8,4
N,PR,1982,10,1
N,AP,2022,8,5
N,PA,2020,9,1
N,PR,2020,5,2
N,SE,2021,9,4
N,GO,2022,6,7
N,PA,2022,12,430
N,,2022,11,2831
N,MA,2022,11,316
N,RS,2022,12,1047
S,SC,2022,11,43
N,PR,2022,12,379
N,PI,2022,11,343
N,RN,2022,11,51
S,,2022,11,180
S,BA,2022,11,59
N,SE,2022,12,261
N,MT,2022,12,53
N,PE,1975,11,1
S,RO,2022,12,24
N,MG,2021,6,8
N,PA,2021,11,2
N,TO,2021,12,1
N,AC,2021,8,1
N,PA,2021,1,2
N,SE,2008,1,2
S,SE,2022,12,3
N,,1981,9,2
N,MG,1995,9,1
N,RO,2021,2,1
N,PR,2021,1,3
N,SP,2012,9,2
S,SC,2021,8,1
S,PR,2022,7,1
N,CE,2021,4,1
N,MG,2012,8,1
N,PB,2023,1,276
N,SP,2013,11,2
N,SE,2014,4,1
N,RJ,2013,4,1
N,AL,2021,11,1
N,SP,2014,12,2
S,PI,2022,6,1
N,RS,2020,11,2
N,SC,2011,11,2
N,MG,2008,8,1
N,RO,2022,1,1
N,SC,2013,9,1
N,SE,2023,1,206
N,RO,2023,1,132
S,SP,2023,2,240
N,BA,2023,2,217
S,SC,2023,1,85
S,SP,2020,9,1
N,RJ,2023,2,46
S,TO,2023,1,11
S,PI,2023,1,27
N,DF,2022,6,4
S,PR,2023,2,35
S,RO,2023,1,12
S,SP,2004,11,1
S,DF,2022,12,4
N,PB,2022,1,2
N,PE,2022,2,2
N,DF,1987,2,1
N,SC,2014,1,1
S,PA,2020,10,1
S,PE,2022,5,2
N,MG,2003,10,1
N,MG,2013,6,1
N,AP,2022,1,1
S,PA,2022,1,3
N,CE,1971,8,1
N,DF,2022,5,2
S,AC,2023,2,4
N,SP,2003,3,1
N,SC,2007,8,1
N,SC,2012,1,1
N,AM,2023,3,63
S,,2023,3,100
N,BA,2023,3,146
N,AC,2023,3,29
N,DF,2023,3,10
N,SE,2013,2,1
N,AM,2022,3,1
N,SE,2014,11,1
N,MS,2019,6,1
N,SE,2012,12,1
N,RS,1997,2,1
N,SP,2002,1,1
N,MT,2023,3,15
N,PE,1990,4,1
N,SP,2005,2,1
N,GO,2021,9,1
N,PR,2015,7,22
N,RO,,,2049
N,MS,,,570
S,,2016,1,7
N,PR,1997,10,3
N,,2016,2,157
N,,2013,4,17
N,,2017,4,2539
N,PR,1996,9,3
S,PR,2016,3,20
N,MA,2015,8,157
N,MS,2016,3,4
N,PR,2014,10,9
N,PR,1976,7,1
S,PA,2016,3,13
N,PR,1976,8,2
S,,2015,4,1
N,,2015,6,29
N,PR,1977,4,1
N,MA,2015,3,61
N,SP,,,24468
N,PR,2012,7,2
N,AC,2016,5,215
N,GO,1988,12,1
N,RS,2016,4,11
N,SP,2018,3,4238
N,SC,2016,4,13
N,,2007,1,5
N,SC,,,7050
N,PR,2013,4,5
N,RS,2016,1,16
S,DF,,,56
S,RO,2019,11,33
N,PA,2011,5,2
N,MG,,,14000
N,,2013,3,25
S,MG,,,994
N,RO,2018,8,161
N,SE,2016,5,123
N,,2010,3,13
N,BA,2015,4,1
N,PB,2014,9,9
S,PB,2016,4,1
N,,2017,9,3878
N,SP,2016,6,384
N,PB,2011,3,4
N,RO,2009,7,1
S,PA,2013,5,1
N,RO,2012,8,2
N,RO,2015,9,9
N,RS,2013,4,3
N,DF,1991,5,1
N,TO,2016,6,42
N,RO,2015,10,8
N,,2000,5,9
N,AP,2016,2,2
N,,1989,8,4
N,,2010,12,15
N,,1985,2,3
N,MA,1989,7,1
N,PB,2008,9,2
N,GO,2013,6,1
S,SE,2016,7,5
N,PE,2016,7,28
S,BA,,,173
N,AP,2016,7,49
N,SC,1998,1,1
S,RS,2016,7,7
N,AM,2016,6,14
N,,1982,6,4
N,,1999,1,18
N,DF,1982,10,1
S,AC,2016,7,16
S,MA,2016,7,1
N,RO,2014,11,5
N,,1987,10,3
N,AC,2015,9,4
S,SP,1997,2,1
N,,1997,12,5
N,AL,2016,5,1
N,RS,2007,11,3
N,SP,1993,3,2
S,AC,2016,8,14
N,SP,1998,5,4
N,RO,2010,6,1
N,PB,2015,9,6
N,PI,2016,9,122
N,AP,2016,9,41
N,RS,2016,9,120
N,PB,2004,11,1
N,,2014,9,26
S,RO,2016,9,12
S,BA,2015,5,1
N,PA,2019,12,396
N,PB,2015,3,4
N,RS,2019,2,1023
N,,1972,6,4
N,,1975,9,1
N,PB,2011,12,1
S,MA,2016,9,1
N,PA,2014,7,1
N,AP,2016,10,57
N,GO,2016,10,537
N,SP,2016,10,1060
N,AL,2016,10,52
N,PA,2017,6,573
N,,1978,2,2
N,RO,2011,10,3
N,PR,1996,6,1
N,PB,2014,4,5
S,PA,2016,11,88
N,,2005,9,5
N,SP,2017,10,5062
N,RS,2015,12,5
N,PR,1989,8,1
N,,1965,10,1
S,RO,2016,11,22
N,RO,2010,1,4
S,PE,2016,11,3
N,AP,2016,12,39
N,BA,2016,12,152
N,PB,1987,8,1
N,MA,2016,12,148
N,RO,2014,8,8
N,,2012,11,21
N,GO,1993,9,1
S,,2018,6,133
N,,2018,6,3628
N,SP,2018,10,4605
N,PR,2009,1,3
N,RO,2012,6,1
N,AC,1989,4,1
N,PB,2013,3,1
N,GO,2017,1,436
N,DF,2017,1,477
N,BA,2017,1,192
S,BA,2017,1,61
N,,1996,6,2
S,RO,2017,1,13
S,RS,2017,1,18
N,PR,2017,9,1086
N,MA,2017,9,195
N,PE,2017,2,125
N,DF,2017,2,288
N,RO,2017,2,324
N,,1985,1,5
S,AL,2017,2,7
N,GO,1998,8,1
N,PB,2006,3,1
S,RO,2017,2,12
N,CE,2017,7,525
N,GO,2017,9,580
N,SP,1991,11,2
N,AC,2017,3,152
S,,2017,3,175
N,PE,2017,3,106
N,RO,2012,9,3
S,RS,2017,3,10
N,RO,2008,1,1
N,,2001,8,3
N,PB,2007,10,2
N,PR,1991,1,1
N,SC,2017,4,250
N,,1980,3,1
N,BA,2017,4,246
N,MT,2017,4,312
N,AC,2017,4,149
S,MT,2017,4,29
N,,1986,3,3
N,PR,2017,5,990
N,,2011,6,9
S,AL,,,63
N,RS,2017,5,147
N,BA,2017,5,236
S,,2017,5,106
S,PA,2017,5,63
S,SC,2017,5,24
S,PB,2017,5,7
N,MT,2017,7,291
N,PR,2014,9,6
N,,2003,10,3
N,,1994,11,5
N,,2011,2,10
N,RO,2017,6,184
S,PA,2017,6,81
N,PI,2017,6,138
N,MA,2017,6,160
N,MT,2017,6,257
N,DF,2017,6,40
N,CE,2016,8,8
N,SP,1987,8,1
N,,1994,7,7
N,CE,2017,4,8
S,MA,2017,6,2
S,SP,2014,6,1
N,SP,2009,8,2
S,,2017,7,109
S,GO,2017,7,92
N,PR,2013,12,6
N,PB,2012,5,2
N,PB,2010,11,1
N,MG,2017,7,49
S,SE,2017,7,1
N,PR,2014,8,2
N,CE,2008,5,2
N,RO,2017,8,209
N,PR,1994,7,1
S,AL,2017,8,5
N,AP,2017,9,96
S,AC,2017,8,7
N,SC,1992,11,1
N,SC,2016,2,2
N,MT,2017,9,214
N,SP,2014,8,6
S,CE,2017,9,38
S,MG,2017,9,7
N,MT,2006,8,1
N,PB,2011,11,1
S,PB,2017,9,4
N,CE,2017,10,510
N,,1992,2,6
N,SE,2018,2,159
S,SP,1989,3,1
N,,2005,5,5
N,PR,1986,10,1
S,GO,2017,10,74
N,MT,2017,10,206
N,MA,2017,10,167
N,PB,2014,8,4
N,PR,1983,11,1
N,,1996,1,8
S,AL,2017,10,7
S,MT,2017,10,29
N,,1971,8,2
N,,1988,1,3
N,RS,2017,11,222
N,SP,1994,6,1
N,GO,2017,11,739
N,PR,2001,6,1
N,SP,1989,8,1
N,SP,2004,5,1
S,PB,2017,11,8
S,CE,2017,11,31
N,MT,2014,10,1
N,DF,2014,7,1
N,SP,1974,2,1
N,SE,2015,11,1
N,,2018,10,3644
N,,1970,11,1
N,SP,2014,11,5
N,SE,2017,12,330
N,GO,2017,12,408
S,RS,2017,12,18
N,,1975,4,1
N,SE,2014,12,2
N,PA,2011,9,1
N,,1996,10,6
N,CE,2012,11,1
N,RS,2019,3,1238
N,,2019,7,4376
N,,1986,7,2
N,TO,2018,1,24
S,SP,2018,1,248
N,RS,2018,1,199
S,,2018,1,305
N,CE,1996,3,2
S,MG,2018,1,16
N,RO,2008,3,1
N,,1982,5,3
N,GO,1977,10,1
S,PB,2018,1,8
N,,1972,10,1
N,SP,1983,11,1
N,SP,2014,1,3
N,,1985,7,4
N,,2013,5,16
N,PR,1970,4,3
S,,2018,2,151
N,,1983,2,1
S,RO,2018,2,6
N,MT,2016,5,1
N,,1995,1,4
N,GO,1984,6,1
N,,1992,11,2
N,,1976,12,2
S,PE,2018,2,3
N,PR,2019,5,826
N,GO,2014,2,3
S,SC,2018,2,6
S,PB,2018,2,1
N,CE,2008,7,1
N,SE,2018,3,119
S,PA,2018,3,65
N,SC,2018,3,144
S,GO,2018,3,64
N,TO,2018,3,69
N,,1992,10,6
S,PE,2018,3,8
N,SP,1995,12,1
N,RO,2012,7,2
N,,1995,9,4
N,BA,1986,3,1
S,AL,2018,2,1
S,SP,2018,4,151
S,PA,2018,4,58
N,PI,2018,4,111
N,,1993,2,1
N,RS,2003,3,1
S,SC,2018,4,3
N,MT,2012,1,1
N,CE,2006,9,1
N,MT,2015,1,1
N,MT,2005,9,1
N,PA,1983,2,1
N,,1977,10,2
S,SP,2018,5,141
N,CE,2018,5,559
N,PR,2009,12,1
N,PB,2012,9,2
N,PR,1996,12,3
N,RO,2004,11,1
N,PE,2018,6,292
S,BA,2018,6,39
N,RO,2018,6,108
N,SP,2015,6,5
S,RO,2018,6,7
S,MT,2018,6,10
N,TO,2018,6,45
N,PA,2010,6,1
N,PB,2002,1,1
N,SP,2021,3,11
N,AP,1975,5,1
N,PB,2006,7,1
N,CE,1996,6,2
S,SE,2018,6,1
N,TO,2008,12,1
S,GO,2018,7,37
S,MA,2015,9,1
S,PA,2018,7,73
S,PI,2018,7,9
N,RJ,,,11643
N,PR,1985,6,1
N,BA,2000,1,1
N,,1993,7,3
N,PE,1997,9,1
N,GO,2014,10,2
N,SP,1996,10,2
N,BA,2018,8,317
S,PA,2018,8,90
N,PE,2018,8,235
S,RO,2018,8,11
S,SC,2018,8,7
N,,1982,1,1
N,RO,1993,2,2
S,CE,2014,3,1
N,SP,2010,8,5
N,CE,2009,2,1
N,PR,1977,6,1
N,SC,2018,11,486
N,MT,2018,9,270
N,RS,2018,12,884
N,PR,2018,10,918
N,SP,1999,10,1
S,MT,2018,9,16
N,,1974,4,2
S,PB,2018,9,3
N,GO,2002,10,1
N,CE,2018,10,549
N,MG,2018,10,399
N,MA,2018,10,236
S,PA,2018,10,59
N,,1943,11,1
S,BA,2018,10,56
N,BA,2015,1,1
S,PA,2015,10,1
N,MA,2011,12,1
N,CE,2012,12,3
N,PA,2018,11,541
N,MT,2018,11,361
S,BA,2018,11,44
N,DF,2018,11,38
N,PR,1981,6,1
S,MA,2018,11,14
S,RO,2018,11,9
S,MT,2018,11,18
N,SP,1986,8,2
N,GO,2013,12,1
N,PB,1996,11,1
N,,1971,11,2
N,,1983,11,2
N,MG,2018,12,245
N,PR,2018,12,863
N,SC,2018,12,389
N,MA,2018,12,215
N,RS,2007,12,3
S,GO,2018,12,27
N,SP,1978,11,2
S,CE,2018,12,31
N,RO,1994,9,1
S,RO,2019,1,4
N,CE,2019,1,477
S,PB,2019,1,2
S,SC,2019,1,34
N,SP,1965,10,1
N,PI,2012,9,1
N,RS,2011,8,3
N,DF,2008,1,1
N,SC,2019,2,429
N,AL,2019,2,151
S,,2019,2,163
S,BA,2019,2,45
N,RS,2005,1,2
N,MT,1994,2,1
N,PB,2013,6,4
N,RS,2008,7,1
N,PA,2019,3,660
N,AL,2019,3,119
N,BA,2019,3,556
N,GO,2019,3,639
N,PR,2019,3,980
N,PA,2019,6,577
S,PR,1998,4,1
S,AL,2019,3,22
S,SC,2019,3,27
S,RO,2019,3,7
S,PE,2019,3,3
S,MA,2019,3,22
N,MG,1985,10,1
N,SC,1997,3,1
N,CE,1976,5,1
S,RO,2019,4,7
S,TO,2019,3,4
N,,2004,5,3
N,BA,1989,9,1
N,GO,2012,3,1
N,PA,1996,12,1
N,AC,2013,5,1
N,GO,2019,8,441
N,AP,2019,5,109
S,GO,2019,5,29
N,TO,2019,5,30
N,SP,1989,7,1
N,MT,2014,7,2
N,RJ,2019,5,1
N,SP,1988,7,1
N,MG,1989,11,2
N,CE,1988,5,1
N,GO,2008,7,1
N,SP,1980,12,1
N,MG,2019,7,1245
N,GO,1996,2,1
N,PR,1994,9,1
S,SP,2019,6,117
S,AL,2019,6,8
N,AC,2019,6,46
S,PE,2019,6,3
S,CE,2019,6,83
N,MG,2015,9,2
N,MG,1963,11,1
N,DF,2019,6,6
N,CE,2007,10,1
N,,1993,10,4
N,PI,2008,10,2
N,CE,2005,6,1
N,SP,1985,6,1
N,BA,2006,12,1
S,SP,2019,7,111
S,CE,2019,7,95
N,RS,2009,9,2
S,MA,2019,7,23
S,RO,2019,7,7
N,RS,2005,11,2
N,CE,1997,7,2
N,GO,2015,12,1
N,MA,2019,9,214
S,PR,2019,8,38
N,CE,1997,6,1
N,AM,2019,8,178
N,PB,1989,9,1
N,TO,2010,5,1
N,MT,2001,2,1
N,GO,2011,1,1
N,SP,2011,8,2
S,SC,2019,9,18
N,TO,2019,9,18
N,,2021,12,8201
N,,1986,10,1
S,BA,2019,9,49
N,BA,1992,1,1
I,SC,2019,6,6
I,RS,,,24
I,GO,2019,9,13
I,AM,2019,9,3
I,GO,2019,1,1
I,AL,2019,8,2
I,CE,,,2
I,AC,2019,9,1
N,SP,1997,5,1
I,BA,2019,9,5
S,AM,2019,7,8
S,SP,2019,10,277
S,PA,2019,10,100
N,SE,2019,10,75
S,RO,2019,10,14
N,RJ,2019,10,93
,GO,,,1
S,PB,2019,10,8
N,MG,2011,10,1
N,TO,2019,10,11
S,CE,2017,3,1
N,MG,2019,11,935
S,CE,2019,11,105
S,,2019,11,335
S,PE,2019,11,16
N,AP,2019,11,51
N,RJ,2019,11,193
N,,1971,10,1
N,PB,2019,12,182
N,MA,2019,12,230
N,AM,2019,12,201
N,MG,2020,1,992
S,RO,2019,12,21
N,AM,2018,11,1
N,GO,1982,7,1
N,TO,2019,12,5
S,,1992,4,1
N,PE,2020,1,133
N,MT,2020,1,184
N,PI,2012,7,1
N,GO,2003,2,1
N,AM,2019,1,3
N,RR,2019,12,1
N,CE,1999,11,1
S,MA,2020,1,15
S,MA,2003,9,1
,MG,2020,1,1
N,GO,1997,12,1
N,PB,2020,2,96
S,BA,2020,2,17
N,SP,1979,10,2
N,MG,1986,8,1
S,RN,2020,1,4
N,CE,2007,11,1
N,MG,2004,1,1
N,PR,1995,12,1
N,MG,2001,3,1
I,BA,2019,7,1
S,DF,2020,1,1
S,RN,,,13
N,SP,1985,4,1
N,CE,1997,8,1
S,SC,2012,1,1
N,,1988,5,2
N,,1986,11,1
S,,2001,10,2
N,MG,1985,3,1
S,,2021,4,573
S,,2020,9,127
N,SE,2021,3,1
S,,1984,7,1
N,,1994,10,3
,,,,3
S,,2021,11,1063
S,PA,2021,10,1
N,,1973,12,1
S,,2000,4,1
S,,2002,8,1
S,AC,2022,9,17
N,PI,2022,9,195
N,PI,2022,10,259
S,PA,2022,10,62
S,PE,2022,9,49
S,BA,2022,10,92
N,AM,2022,9,145
S,RO,2022,10,15
N,SP,2020,6,9
N,MG,2022,4,34
N,MS,2022,7,46
N,PB,2022,10,160
N,PE,2022,6,67
N,TO,2022,3,3
N,RS,2020,9,1
N,MS,2014,2,1
N,MT,2022,8,33
N,RS,2020,10,5
N,BA,2022,6,8
N,MA,2022,7,52
S,RJ,2022,8,10
N,PR,2022,1,10
N,SE,2022,7,16
N,RO,2022,6,4
N,RS,2003,1,1
N,TO,2022,10,86
N,MS,2021,8,11
N,SP,2010,12,2
N,PE,2022,7,37
N,MS,2021,9,11
S,RO,2022,9,9
S,ES,2022,10,3
N,SC,2021,12,7
S,PA,2022,5,4
N,AC,2022,5,6
N,PB,2022,8,4
N,MS,2018,8,1
N,PE,2021,6,1
S,AC,2020,10,1
N,GO,2022,2,7
N,RN,2022,2,1
N,SP,2020,7,12
N,PB,2021,2,1
N,SP,2001,10,1
N,MS,2021,4,5
N,MG,2013,12,1
N,PA,2021,7,3
S,MS,2020,5,1
N,MG,2014,2,1
N,TO,2022,4,1
N,MS,2020,9,1
N,MS,2020,8,1
N,AM,2022,7,1
N,PE,1994,8,1
S,MG,2021,7,1
N,CE,2021,8,3
N,SP,2002,12,1
N,PA,2022,11,419
N,PE,2022,11,294
S,MS,2022,11,30
N,PE,2022,12,304
S,PI,2022,11,38
S,GO,2022,11,89
N,PB,2022,12,180
N,SE,2001,1,1
N,PB,2022,11,163
S,CE,2022,4,1
S,AL,2022,11,15
N,SP,2013,8,2
N,SC,2007,9,1
N,PI,2005,2,1
S,MS,2022,12,17
N,RJ,2021,9,1
N,MG,2021,4,6
N,PI,2022,3,4
N,MG,2009,11,1
N,ES,1990,11,1
S,SP,2021,11,1
N,SE,2021,12,4
N,MT,2022,5,6
N,DF,2022,12,310
N,GO,2023,1,578
S,CE,2021,10,1
N,DF,2022,4,1
N,MG,2020,10,3
N,MS,2016,1,1
N,RS,2021,5,1
N,PI,2020,6,1
N,SP,2023,1,4816
S,MA,2023,2,53
S,RJ,2023,1,18
N,TO,2023,1,68
N,SC,2023,1,834
N,RO,2023,2,106
N,MS,2023,1,352
N,GO,2023,2,616
N,AL,2023,2,174
N,SE,1984,1,1
S,MA,2021,1,1
N,DF,2023,1,177
S,AL,2023,2,38
S,SE,2023,2,4
S,AL,2023,1,26
S,DF,2023,1,2
N,SC,2013,5,1
S,RN,2023,1,7
N,AL,2008,10,1
S,MT,2023,2,3
S,SP,2021,4,1
S,PR,2022,1,2
N,DF,1980,11,1
N,SP,1981,8,1
S,SP,1993,1,1
N,SE,2007,11,1
N,SP,1972,4,1
N,BA,2005,7,1
S,AM,2021,12,1
N,SC,2009,5,1
N,SE,2007,2,1
N,SC,2008,9,1
N,ES,2023,3,17
N,AL,2023,3,78
N,RN,2023,3,61
S,PR,2023,3,8
N,AC,2021,1,1
N,GO,2008,5,1
S,RN,2021,12,1
N,SP,2005,6,5
N,SE,2013,1,1
N,PA,2021,2,1
N,BA,2010,9,1
N,GO,1989,1,1
